Id,Requester id,Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,First reply time in minutes within business hours,First resolution time in minutes,First resolution time in minutes within business hours,Full resolution time in minutes,Full resolution time in minutes within business hours,Requester wait time in minutes,Requester wait time in minutes within business hours,Manual Tagging of Categories [list]
292059,6721632937629,Endorsements,Closed,Low,Mail,2023-04-03 07:00:00,2023-04-09 16:16:00,2023-04-06 17:43:00,2023-04-06 17:43:00,2023-04-09 16:16:00,153.0,Offered,0,0,478.0,9196.0,4757.0,9196.0,4757.0,9196.0,4756.0,-
292060,8372455872541,Endorsements,Closed,Low,Mail,2023-04-03 07:00:00,2023-05-27 06:08:00,2023-04-10 10:38:00,2023-04-10 10:38:00,2023-04-29 02:15:00,619.0,Offered,0,1,18720.0,37156.0,18720.0,37156.0,18720.0,37155.0,14678.0,-
292061,6721632937629,Endorsements,Closed,Low,Mail,2023-04-03 07:00:00,2023-06-07 07:36:00,2023-04-06 22:10:00,2023-04-06 22:10:00,2023-05-11 11:24:00,916.0,Offered,0,0,478.0,54984.0,27505.0,54984.0,27505.0,54984.0,14678.0,-
292063,7274430781725,Support,Closed,Low,Internal Communication,2023-04-03 07:49:00,2023-05-02 06:12:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-03 11:20:00,4.0,Offered,0,1,140.0,210.0,140.0,210.0,140.0,210.0,140.0,-
292065,7302768181405,Onboardings,Closed,Low,Mail,2023-04-03 07:57:00,2023-06-01 06:08:00,2023-04-03 11:28:00,2023-04-03 11:28:00,2023-05-03 15:37:00,728.0,Offered,0,6,148.0,43661.0,21998.0,43661.0,21998.0,7068.0,3405.0,-
292068,7223314000285,Endorsements,Closed,Low,Mail,2023-04-03 08:56:00,2023-06-08 17:15:00,2023-04-04 13:07:00,2023-04-03 10:39:00,2023-06-08 17:15:00,1592.0,Offered,0,0,478.0,95539.0,48016.0,95539.0,48016.0,16170.0,8246.0,-
292069,8590929541277,Support,Closed,Low,Mail,2023-04-03 08:58:00,2023-05-04 06:09:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-05 12:41:00,52.0,5,0,2,97.0,3103.0,1662.0,3103.0,1662.0,3103.0,1661.0,Super Top-up (STU)
292070,10188896082589,Support,Closed,Low,Mail,2023-04-03 08:58:00,2023-05-02 06:12:00,2023-04-24 13:45:00,2023-04-03 10:27:00,2023-04-03 11:55:00,3.0,Offered,0,2,139.0,177.0,176.0,177.0,176.0,177.0,176.0,-
292071,9624937397149,Support,Closed,Low,Mail,2023-04-03 09:10:00,2023-05-02 06:12:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-03 10:42:00,2.0,Offered,0,1,93.0,93.0,93.0,93.0,93.0,93.0,93.0,Health ID
292081,8818469465245,Support,Closed,Low,Closed Ticket,2023-04-03 09:28:00,2023-05-02 06:12:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-03 10:49:00,1.0,Offered,0,1,81.0,81.0,81.0,81.0,81.0,81.0,81.0,Health ID
292082,10189082737309,Support,Closed,Low,Mail,2023-04-03 09:28:00,2023-05-03 06:11:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-04 09:43:00,24.0,Offered,0,3,234.0,1455.0,735.0,1455.0,735.0,1455.0,735.0,Health ID
292085,7303324762397,Reimbursement Claims,Closed,Low,Mail,2023-04-03 09:34:00,2023-05-03 06:10:00,2023-04-03 15:13:00,2023-04-03 15:13:00,2023-04-04 21:57:00,36.0,Offered,0,1,1406.0,2184.0,1406.0,2184.0,1406.0,2184.0,1406.0,-
292089,6651538142877,Support,Closed,Low,Internal Communication,2023-04-03 09:42:00,2023-05-02 06:12:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-03 13:00:00,3.0,Offered,0,8,1.0,198.0,198.0,198.0,198.0,197.0,197.0,-
292102,10189350757149,Support,Closed,Low,Mail,2023-04-03 10:00:00,2023-05-02 06:12:00,2023-04-24 13:45:00,2023-04-03 10:27:00,2023-04-03 17:39:00,8.0,Offered,0,3,71.0,460.0,460.0,460.0,460.0,461.0,461.0,-
292104,10189402927517,Support,Closed,Low,Mail,2023-04-03 10:07:00,2023-05-03 06:10:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-04 09:42:00,24.0,Offered,0,2,343.0,1415.0,695.0,1415.0,695.0,1416.0,696.0,Health ID
292107,10189404132765,Reimbursement Claims,Hold,Low,Mail,2023-04-03 10:08:00,2023-04-03 15:31:00,2023-04-03 15:13:00,2023-04-03 15:13:00,2023-04-04 09:42:00,96.0,Offered,0,1,323.0,4299.0,2154.0,5751.0,2880.0,323.0,323.0,-
292112,10189447053725,Support,Closed,Low,Mail,2023-04-03 10:13:00,2023-05-02 06:12:00,2023-04-03 10:29:00,2023-04-03 10:29:00,2023-04-03 18:15:00,8.0,Offered,0,2,69.0,483.0,483.0,483.0,483.0,483.0,483.0,Others
292113,10189437559325,Support,Closed,Low,OutBound,2023-04-03 10:13:00,2023-05-03 06:10:00,2023-04-24 13:45:00,2023-04-03 10:13:00,2023-04-04 09:50:00,24.0,Offered,0,1,696.0,1416.0,696.0,1416.0,696.0,1416.0,696.0,-
292114,7302817287581,Onboardings,Solved,Low,Mail,2023-04-03 10:17:00,2023-06-16 10:03:00,2023-04-03 20:46:00,2023-04-03 20:46:00,2023-06-16 10:03:00,1776.0,Offered,0,15,629.0,106546.0,53266.0,106546.0,53266.0,28916.0,14516.0,-
292117,9201985423645,Reimbursement Claims,Closed,Low,Mail,2023-04-03 10:17:00,2023-04-25 17:58:00,2023-04-03 15:14:00,2023-04-03 15:14:00,2023-04-25 17:58:00,536.0,Offered,0,1,643.0,32141.0,16301.0,32141.0,16301.0,32142.0,14678.0,-
292126,10189577192349,Support,Closed,Low,Mail,2023-04-03 10:26:00,2023-05-05 06:08:00,2023-04-03 10:39:00,2023-04-03 10:39:00,2023-04-06 15:42:00,77.0,Offered,0,5,84.0,4637.0,2477.0,4637.0,2477.0,4637.0,2477.0,Is my treatment covered (IMTC)
292130,9962972286365,Support,Closed,Low,Internal Communication,2023-04-03 10:29:00,2023-05-02 06:12:00,2023-04-03 10:42:00,2023-04-03 10:42:00,2023-04-03 12:27:00,2.0,Offered,0,1,118.0,118.0,118.0,118.0,118.0,118.0,118.0,Claims
292132,9636691754269,Reimbursement Claims,Hold,Low,Mail,2023-04-03 10:32:00,2023-04-13 11:30:00,2023-04-03 15:19:00,2023-04-03 15:19:00,2023-04-03 12:27:00,96.0,Offered,0,2,546.0,4299.0,2154.0,5751.0,2880.0,14457.0,7257.0,-
292133,10189635601437,Reimbursement Claims,Closed,Low,Mail,2023-04-03 10:32:00,2023-05-02 06:12:00,2023-04-03 15:22:00,2023-04-03 15:22:00,2023-04-03 17:37:00,7.0,Offered,0,1,424.0,424.0,424.0,424.0,424.0,425.0,425.0,-
292136,7302685812381,Reimbursement Claims,Closed,Low,Mail,2023-04-03 10:34:00,2023-04-03 20:37:00,2023-04-03 15:29:00,2023-04-03 15:29:00,2023-04-03 20:37:00,10.0,Offered,0,0,478.0,603.0,603.0,603.0,603.0,603.0,603.0,-
292145,9923051196957,Reimbursement Claims,Closed,Low,Mail,2023-04-03 10:43:00,2023-04-04 12:19:00,2023-04-03 15:25:00,2023-04-03 15:25:00,2023-04-04 12:19:00,26.0,Offered,0,0,478.0,1536.0,816.0,1536.0,816.0,1535.0,815.0,-
292150,7304982059549,Reimbursement Claims,Closed,Low,Mail,2023-04-03 10:46:00,2023-04-04 16:55:00,2023-04-03 15:27:00,2023-04-03 15:27:00,2023-04-04 16:55:00,30.0,Offered,0,0,478.0,1808.0,1088.0,1808.0,1088.0,1808.0,1088.0,-
292153,7224143763741,Endorsements,Closed,Low,Mail,2023-04-03 10:49:00,2023-06-07 07:36:00,2023-04-03 18:38:00,2023-04-03 18:38:00,2023-05-15 19:45:00,1017.0,Offered,0,2,469.0,61016.0,30776.0,61016.0,30776.0,469.0,469.0,-
292168,7303120798237,Reimbursement Claims,Hold,Low,Mail,2023-04-03 10:57:00,2023-06-15 11:04:00,2023-04-03 15:29:00,2023-04-03 12:38:00,2023-05-15 19:45:00,96.0,Offered,0,14,603.0,4299.0,2154.0,5751.0,2880.0,105125.0,14678.0,-
292169,9560825901469,Support,Closed,Urgent,Internal Communication,2023-04-03 10:58:00,2023-05-03 06:10:00,2023-04-03 13:12:00,2023-04-03 13:12:00,2023-04-04 15:37:00,29.0,5,0,1,999.0,1719.0,999.0,1719.0,999.0,1719.0,999.0,-
292171,8994587813533,Support,Closed,Low,Mail,2023-04-03 10:59:00,2023-05-04 06:09:00,2023-04-03 11:23:00,2023-04-03 11:23:00,2023-04-05 15:34:00,53.0,5,0,2,50.0,3155.0,1715.0,3155.0,1715.0,3155.0,1715.0,-
292177,10189941590301,Onboardings,Closed,Low,Mail,2023-04-03 11:02:00,2023-06-07 06:10:00,2023-04-03 13:28:00,2023-04-03 13:28:00,2023-05-09 18:59:00,872.0,Offered,0,15,232.0,52316.0,26396.0,52316.0,26396.0,11223.0,6059.0,-
292187,10190043093405,Reimbursement Claims,Closed,Low,Mail,2023-04-03 11:11:00,2023-05-09 06:09:00,2023-04-03 18:29:00,2023-04-03 15:31:00,2023-04-10 15:26:00,172.0,Offered,0,2,438.0,10335.0,5295.0,10335.0,5295.0,10336.0,5296.0,-
292191,7302222864029,Reimbursement Claims,Closed,Low,Mail,2023-04-03 11:14:00,2023-04-03 15:10:00,2023-04-03 15:10:00,2023-04-03 15:10:00,2023-04-03 15:10:00,4.0,Offered,0,0,478.0,236.0,236.0,236.0,236.0,236.0,236.0,-
292192,8716826843549,Support,Closed,Low,Mail,2023-04-03 11:14:00,2023-05-05 06:08:00,2023-04-03 12:38:00,2023-04-03 12:38:00,2023-04-06 21:29:00,82.0,Offered,0,3,173.0,4935.0,2745.0,4935.0,2745.0,4935.0,2745.0,-
292194,10190097369629,Onboardings,Closed,Low,Mail,2023-04-03 11:16:00,2023-05-27 06:08:00,2023-04-03 15:32:00,2023-04-03 12:38:00,2023-04-28 14:12:00,603.0,Offered,0,7,256.0,36176.0,18176.0,36176.0,18176.0,9808.0,4768.0,-
292195,7302671611293,Reimbursement Claims,Closed,Low,Mail,2023-04-03 11:16:00,2023-05-10 06:11:00,2023-04-03 15:34:00,2023-04-03 15:34:00,2023-04-11 18:10:00,199.0,Offered,0,1,2472.0,11934.0,6174.0,11934.0,6174.0,11934.0,6174.0,-
292196,10020387789469,Reimbursement Claims,Closed,Low,Mail,2023-04-03 11:16:00,2023-05-09 06:09:00,2023-04-09 21:34:00,2023-04-03 12:38:00,2023-04-10 11:19:00,168.0,Offered,0,1,122.0,10083.0,5043.0,10083.0,5043.0,10083.0,5043.0,-
292206,8334227132829,Support,Closed,Low,Internal Communication,2023-04-03 11:19:00,2023-05-03 06:10:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-04-04 14:32:00,27.0,Offered,0,1,913.0,1633.0,913.0,1633.0,913.0,1633.0,913.0,-
292208,8334227132829,Support,Closed,Low,Internal Communication,2023-04-03 11:20:00,2023-05-03 06:10:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-04-04 13:49:00,26.0,Offered,0,1,869.0,1589.0,869.0,1589.0,869.0,1588.0,868.0,-
292209,9725026335773,Reimbursement Claims,Closed,Low,Mail,2023-04-03 11:22:00,2023-06-07 06:10:00,2023-04-03 15:35:00,2023-04-03 15:35:00,2023-05-09 12:02:00,865.0,Offered,0,5,276.0,51880.0,25960.0,51880.0,25960.0,51879.0,14678.0,-
292211,10190174992669,Support,Closed,Low,Mail,2023-04-03 11:23:00,2023-05-03 06:10:00,2023-04-03 12:39:00,2023-04-03 12:39:00,2023-04-04 12:20:00,25.0,5,0,4,122.0,1497.0,777.0,1497.0,777.0,1498.0,778.0,Claims
292218,9691133065501,Reimbursement Claims,Hold,Low,Mail,2023-04-03 11:27:00,2023-04-05 10:44:00,2023-04-03 15:36:00,2023-04-03 15:36:00,2023-04-04 12:20:00,96.0,Offered,0,1,1397.0,4299.0,2154.0,5751.0,2880.0,2837.0,1397.0,-
292224,10190317895581,Onboardings,Pending,Low,Mail,2023-04-03 11:31:00,2023-06-02 17:15:00,2023-04-03 13:05:00,2023-04-03 13:05:00,2023-04-04 12:20:00,96.0,Offered,0,5,93.0,4299.0,2154.0,5751.0,2880.0,11476.0,5716.0,-
292227,7303558010013,Reimbursement Claims,Hold,Low,Closed Ticket,2023-04-03 11:32:00,2023-04-03 18:18:00,2023-04-03 15:36:00,2023-04-03 15:36:00,2023-04-04 12:20:00,96.0,Offered,0,1,387.0,4299.0,2154.0,5751.0,2880.0,386.0,386.0,-
292229,9962972286365,Support,Closed,Low,Internal Communication,2023-04-03 11:32:00,2023-05-02 06:12:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-04-03 16:53:00,5.0,Offered,0,2,61.0,320.0,320.0,320.0,320.0,321.0,321.0,-
292230,9104005191453,Support,Closed,Low,Mail,2023-04-03 11:33:00,2023-05-02 06:12:00,2023-04-03 12:39:00,2023-04-03 12:39:00,2023-04-03 16:16:00,5.0,5,0,2,107.0,283.0,283.0,283.0,283.0,282.0,282.0,Others
292236,7303453369373,Reimbursement Claims,Hold,Low,Mail,2023-04-03 11:36:00,2023-04-28 10:12:00,2023-04-03 15:37:00,2023-04-03 15:37:00,2023-04-03 16:16:00,96.0,Offered,0,5,552.0,4299.0,2154.0,5751.0,2880.0,35916.0,14678.0,-
292240,10190412210973,Onboardings,Closed,Low,Mail,2023-04-03 11:39:00,2023-06-01 06:08:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-05-03 12:41:00,721.0,Offered,0,8,63.0,43262.0,21662.0,43262.0,21662.0,124.0,124.0,-
292245,10001481479197,Reimbursement Claims,Hold,Low,Mail,2023-04-03 11:41:00,2023-04-13 00:49:00,2023-04-03 12:31:00,2023-04-03 11:54:00,2023-05-03 12:41:00,96.0,Offered,0,2,1279.0,4299.0,2154.0,5751.0,2880.0,13747.0,7039.0,-
292247,7294991026717,Reimbursement Claims,Hold,Low,Mail,2023-04-03 11:42:00,2023-04-17 18:45:00,2023-04-14 14:28:00,2023-04-03 12:40:00,2023-05-03 12:41:00,96.0,Offered,0,9,66.0,4299.0,2154.0,5751.0,2880.0,20582.0,10502.0,-
292248,10190487903517,Onboardings,Closed,Low,Mail,2023-04-03 11:43:00,2023-05-30 06:07:00,2023-04-03 15:01:00,2023-04-03 15:01:00,2023-05-01 21:19:00,682.0,Offered,0,7,198.0,40896.0,20717.0,40896.0,20717.0,5936.0,3056.0,-
292251,10190515819293,Support,Closed,Low,Mail,2023-04-03 11:44:00,2023-05-04 06:09:00,2023-04-03 12:40:00,2023-04-03 12:40:00,2023-04-05 11:51:00,48.0,Offered,0,3,89.0,2887.0,1447.0,2887.0,1447.0,2887.0,1447.0,Is my treatment covered (IMTC)
292252,9980851200029,Support,Closed,Low,Internal Communication,2023-04-03 11:45:00,2023-05-02 06:12:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-04-03 16:30:00,5.0,Offered,0,2,47.0,285.0,285.0,285.0,285.0,285.0,285.0,-
292253,7235574873757,Support,Closed,Low,Mail,2023-04-03 11:46:00,2023-05-06 06:04:00,2023-04-03 12:40:00,2023-04-03 12:40:00,2023-04-07 11:13:00,95.0,Offered,0,8,107.0,5727.0,2847.0,5727.0,2847.0,5726.0,2846.0,Others
292254,8107171793437,Support,Closed,Low,Closed Ticket,2023-04-03 11:46:00,2023-05-09 06:09:00,2023-04-03 11:46:00,2023-04-03 11:46:00,2023-04-10 17:47:00,174.0,Offered,0,1,5401.0,10441.0,5401.0,10441.0,5401.0,10441.0,5401.0,HR Queries
292258,8107171793437,Support,Closed,Low,Internal Communication,2023-04-03 11:53:00,2023-05-02 06:12:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-04-03 14:38:00,3.0,Offered,0,0,478.0,165.0,165.0,165.0,165.0,165.0,165.0,-
292264,7225073123997,Endorsements,Closed,Low,Mail,2023-04-03 11:57:00,2023-05-04 06:09:00,2023-04-03 13:02:00,2023-04-03 13:02:00,2023-04-05 16:41:00,53.0,Offered,0,2,302.0,3164.0,1724.0,3164.0,1724.0,302.0,302.0,-
292265,10072709020701,Reimbursement Claims,Closed,Low,Mail,2023-04-03 11:57:00,2023-05-12 06:11:00,2023-04-03 15:39:00,2023-04-03 15:39:00,2023-04-13 16:49:00,245.0,Offered,0,1,526.0,14692.0,7492.0,14692.0,7492.0,14692.0,7492.0,-
292266,9980851200029,Support,Closed,Low,Internal Communication,2023-04-03 11:59:00,2023-05-02 06:12:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-04-03 15:35:00,4.0,Offered,0,2,139.0,216.0,216.0,216.0,216.0,217.0,217.0,-
292271,9220679010589,Support,Closed,Low,Mail,2023-04-03 12:05:00,2023-05-02 06:12:00,2023-04-03 12:43:00,2023-04-03 12:43:00,2023-04-03 13:17:00,1.0,Offered,0,1,73.0,73.0,73.0,73.0,73.0,73.0,73.0,Claims
292278,9186624347037,Reimbursement Claims,Hold,Low,Mail,2023-04-03 12:07:00,2023-06-14 13:25:00,2023-04-03 15:39:00,2023-04-03 15:39:00,2023-04-03 13:17:00,96.0,Offered,0,9,1783.0,4299.0,2154.0,5751.0,2880.0,103756.0,14678.0,-
292282,10190863328541,Onboardings,Pending,Low,Mail,2023-04-03 12:09:00,2023-04-25 11:54:00,2023-04-04 15:47:00,2023-04-04 15:47:00,2023-04-03 13:17:00,96.0,Offered,0,5,938.0,4299.0,2154.0,5751.0,2880.0,15809.0,7889.0,-
292292,10191020117405,Support,Closed,Low,Mail,2023-04-03 12:17:00,2023-05-04 06:09:00,2023-04-03 12:40:00,2023-04-03 12:40:00,2023-04-05 10:52:00,47.0,5,0,6,120.0,2794.0,1354.0,2794.0,1354.0,2794.0,1354.0,Claims
292294,10191022976797,Support,Closed,Low,Mail,2023-04-03 12:18:00,2023-05-04 06:09:00,2023-04-03 12:58:00,2023-04-03 12:43:00,2023-04-05 15:51:00,52.0,Offered,0,2,151.0,3093.0,1653.0,3093.0,1653.0,3092.0,1652.0,-
292295,6659057780765,Support,Closed,Low,Internal Communication,2023-04-03 12:18:00,2023-05-03 06:10:00,2023-04-03 12:30:00,2023-04-03 12:30:00,2023-04-04 12:42:00,24.0,Offered,0,3,1.0,1464.0,744.0,1464.0,744.0,1464.0,744.0,Claims
292297,6764218515229,Support,Closed,Low,Internal Communication,2023-04-03 12:19:00,2023-05-02 06:12:00,2023-04-03 12:44:00,2023-04-03 12:44:00,2023-04-03 19:09:00,7.0,Offered,0,2,28.0,411.0,411.0,411.0,411.0,410.0,410.0,Claims
292298,10191026028061,Support,Closed,Low,Mail,2023-04-03 12:19:00,2023-05-04 06:09:00,2023-04-03 13:19:00,2023-04-03 12:43:00,2023-04-05 15:52:00,52.0,Offered,0,2,217.0,3092.0,1652.0,3092.0,1652.0,3093.0,1653.0,-
292314,7343068171293,Support,Closed,Low,Mail,2023-04-03 12:29:00,2023-05-11 06:09:00,2023-04-03 14:30:00,2023-04-03 13:11:00,2023-04-13 03:59:00,231.0,Offered,0,3,971.0,13889.0,6990.0,13889.0,6990.0,13890.0,6990.0,HR Queries
292320,9128389496733,Reimbursement Claims,Closed,Low,Closed Ticket,2023-04-03 12:32:00,2023-05-02 06:12:00,2023-04-03 15:45:00,2023-04-03 15:45:00,2023-04-03 15:45:00,3.0,Offered,0,0,478.0,192.0,192.0,192.0,192.0,192.0,192.0,-
292326,10191316960925,Support,Closed,Low,Mail,2023-04-03 12:35:00,2023-05-11 06:09:00,2023-04-03 12:43:00,2023-04-03 12:43:00,2023-04-13 03:54:00,231.0,Offered,0,3,122.0,13879.0,6985.0,13879.0,6985.0,13879.0,6985.0,Is my treatment covered (IMTC)
292327,7302677734685,Reimbursement Claims,Closed,Low,Mail,2023-04-03 12:36:00,2023-05-02 06:12:00,2023-04-03 15:48:00,2023-04-03 15:48:00,2023-04-03 16:26:00,4.0,Offered,0,0,478.0,231.0,231.0,231.0,231.0,230.0,230.0,-
292329,7302239219869,Endorsements,Closed,Low,Closed Ticket,2023-04-03 12:36:00,2023-04-08 21:09:00,2023-04-08 21:09:00,2023-04-08 21:09:00,2023-04-08 21:09:00,129.0,Offered,0,1,2122.0,7713.0,4104.0,7713.0,4104.0,7650.0,4041.0,-
292334,10113755104925,Support,Closed,Low,Internal Communication,2023-04-03 12:36:00,2023-05-02 06:12:00,2023-04-24 13:45:00,2023-04-03 12:44:00,2023-04-03 12:56:00,0.0,Offered,0,3,13.0,20.0,20.0,20.0,20.0,20.0,20.0,-
292343,8943219918621,Endorsements,Closed,Low,Mail,2023-04-03 12:40:00,2023-05-03 06:10:00,2023-04-03 18:14:00,2023-04-03 13:13:00,2023-04-04 21:03:00,32.0,Offered,0,2,238.0,1943.0,1219.0,1943.0,1219.0,334.0,334.0,-
292352,10191564589981,Onboardings,Closed,Low,Mail,2023-04-03 12:44:00,2023-06-08 18:37:00,2023-04-21 15:57:00,2023-04-03 15:42:00,2023-05-19 18:12:00,1109.0,Offered,0,14,1215.0,66567.0,32355.0,66567.0,32355.0,46221.0,14678.0,-
292355,9980851200029,Support,Closed,Low,Internal Communication,2023-04-03 12:47:00,2023-05-02 06:12:00,2023-04-03 13:19:00,2023-04-03 13:19:00,2023-04-03 14:33:00,2.0,Offered,0,1,106.0,106.0,106.0,106.0,106.0,106.0,106.0,Claims
292364,9128389496733,Reimbursement Claims,Closed,Low,Closed Ticket,2023-04-03 12:55:00,2023-04-03 15:40:00,2023-04-03 15:40:00,2023-04-03 15:40:00,2023-04-03 15:40:00,3.0,Offered,0,0,478.0,165.0,165.0,165.0,165.0,165.0,165.0,-
292366,9087100136477,Reimbursement Claims,Hold,Low,Mail,2023-04-03 12:55:00,2023-04-05 01:17:00,2023-04-03 15:49:00,2023-04-03 15:49:00,2023-04-03 15:40:00,96.0,Offered,0,2,484.0,4299.0,2154.0,5751.0,2880.0,2182.0,1204.0,-
292375,7252260605213,Support,Closed,Low,Mail,2023-04-03 12:57:00,2023-05-09 06:09:00,2023-04-03 13:19:00,2023-04-03 13:19:00,2023-04-10 20:11:00,175.0,Offered,0,2,285.0,10514.0,5474.0,10514.0,5474.0,10514.0,5474.0,HR Queries
292402,10189616226973,Support,Closed,Low,Mail,2023-04-03 12:57:00,2023-05-02 06:12:00,2023-04-03 13:17:00,2023-04-03 13:17:00,2023-04-03 13:17:00,0.0,Offered,0,1,19.0,19.0,19.0,19.0,19.0,19.0,19.0,-
292404,7252260605213,Support,Closed,Low,Mail,2023-04-03 12:57:00,2023-05-02 06:12:00,2023-04-03 13:08:00,2023-04-03 13:08:00,2023-04-03 14:43:00,2.0,Offered,0,1,106.0,106.0,106.0,106.0,106.0,106.0,106.0,Claims
292412,9688823238557,Reimbursement Claims,Hold,Low,Mail,2023-04-03 12:58:00,2023-04-03 20:19:00,2023-04-03 15:50:00,2023-04-03 15:50:00,2023-04-03 14:43:00,96.0,Offered,0,1,440.0,4299.0,2154.0,5751.0,2880.0,441.0,441.0,-
292456,10192235276445,Support,Closed,Low,Mail,2023-04-03 13:14:00,2023-05-07 06:00:00,2023-04-03 13:20:00,2023-04-03 13:20:00,2023-04-08 12:40:00,119.0,Offered,0,3,73.0,7165.0,3565.0,7165.0,3565.0,7165.0,3565.0,-
292462,10192467178909,Reimbursement Claims,Hold,Low,Mail,2023-04-03 13:24:00,2023-04-05 12:04:00,2023-04-03 15:52:00,2023-04-03 15:52:00,2023-04-08 12:40:00,96.0,Offered,0,1,1360.0,4299.0,2154.0,5751.0,2880.0,2800.0,1360.0,-
292465,7303647588637,Support,Closed,Low,Internal Communication,2023-04-03 13:25:00,2023-05-02 06:12:00,2023-04-03 14:27:00,2023-04-03 14:27:00,2023-04-03 14:56:00,2.0,Offered,0,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,-
292472,7223313994525,Support,Closed,Low,Internal Communication,2023-04-03 13:28:00,2023-05-02 06:12:00,2023-04-03 14:27:00,2023-04-03 14:27:00,2023-04-03 14:53:00,1.0,Offered,0,1,85.0,85.0,85.0,85.0,85.0,85.0,85.0,Super Top-up (STU)
292473,7303062121373,Support,Closed,Low,Internal Communication,2023-04-03 13:31:00,2023-05-02 06:12:00,2023-04-03 14:27:00,2023-04-03 14:27:00,2023-04-03 16:56:00,3.0,Offered,0,2,63.0,206.0,206.0,206.0,206.0,205.0,205.0,-
292476,10192702815901,Support,Closed,Low,Mail,2023-04-03 13:33:00,2023-05-03 06:10:00,2023-04-03 14:55:00,2023-04-03 14:55:00,2023-04-04 12:19:00,23.0,Offered,0,2,91.0,1366.0,646.0,1366.0,646.0,1366.0,646.0,Is my treatment covered (IMTC)
292486,8857305350301,Support,Closed,Low,Internal Communication,2023-04-03 13:38:00,2023-05-02 06:12:00,2023-04-03 14:27:00,2023-04-03 14:27:00,2023-04-03 18:45:00,5.0,Offered,0,0,478.0,307.0,307.0,307.0,307.0,307.0,307.0,Not Applicable
292488,8857305350301,Support,Closed,Low,Internal Communication,2023-04-03 13:39:00,2023-05-09 06:09:00,2023-04-03 14:28:00,2023-04-03 14:28:00,2023-04-10 17:48:00,172.0,Offered,0,5,392.0,10329.0,5289.0,10329.0,5289.0,10328.0,5288.0,Not Applicable
292489,10192919361053,Support,Closed,Low,Mail,2023-04-03 13:40:00,2023-05-20 06:10:00,2023-04-21 12:29:00,2023-04-03 15:26:00,2023-04-21 12:29:00,431.0,Offered,0,1,106.0,25849.0,12889.0,25849.0,12889.0,25849.0,12889.0,-
292492,10192975070749,Support,Closed,Low,Mail,2023-04-03 13:42:00,2023-05-09 06:09:00,2023-04-03 14:35:00,2023-04-03 14:35:00,2023-04-10 14:10:00,168.0,Offered,0,3,84.0,10108.0,5068.0,10108.0,5068.0,10108.0,5068.0,-
292493,10192990144541,Support,Closed,Low,Mail,2023-04-03 13:43:00,2023-05-02 06:12:00,2023-04-03 14:56:00,2023-04-03 14:56:00,2023-04-03 17:33:00,4.0,5,0,2,147.0,230.0,230.0,230.0,230.0,230.0,230.0,Others
292494,10193032613149,Support,Closed,Low,Mail,2023-04-03 13:43:00,2023-05-07 06:00:00,2023-04-03 14:56:00,2023-04-03 14:56:00,2023-04-08 11:30:00,118.0,Offered,0,4,249.0,7067.0,3467.0,7067.0,3467.0,7066.0,3467.0,Is my treatment covered (IMTC)
292503,6764218515229,Support,Closed,Low,Internal Communication,2023-04-03 13:55:00,2023-05-02 06:12:00,2023-04-03 14:27:00,2023-04-03 14:27:00,2023-04-03 18:56:00,5.0,Offered,0,2,36.0,301.0,301.0,301.0,301.0,300.0,300.0,-
292509,10193396826013,Support,Closed,Low,Mail,2023-04-03 13:59:00,2023-05-03 06:10:00,2023-04-03 14:52:00,2023-04-03 14:52:00,2023-04-04 09:52:00,20.0,Offered,0,2,82.0,1193.0,473.0,1193.0,473.0,1194.0,474.0,-
292513,10193473877277,Onboardings,Pending,Low,Mail,2023-04-03 14:03:00,2023-05-03 10:31:00,2023-04-03 14:10:00,2023-04-03 14:10:00,2023-04-04 09:52:00,96.0,Offered,0,10,7.0,4299.0,2154.0,5751.0,2880.0,1241.0,663.0,-
292521,7234652288925,Support,Closed,Urgent,Internal Communication,2023-04-03 14:06:00,2023-05-03 06:10:00,2023-04-03 14:51:00,2023-04-03 14:51:00,2023-04-04 15:43:00,26.0,Offered,0,1,817.0,1537.0,817.0,1537.0,817.0,1537.0,817.0,-
